Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain
52,2,3,15315.0,0,0,9,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0
44,1,2,24882.0,1,0,10,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0
70,3,6,40887.0,1,1,9,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0
44,3,2,25851.0,1,0,9,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0
49,3,6,3502.0,1,0,9,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0
36,3,3,71952.0,1,0,9,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0
39,5,3,86580.0,0,0,9,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0
44,5,3,41014.0,1,0,9,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0
43,1,6,20194.0,1,0,10,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0
38,5,3,18988.0,1,0,8,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0
66,3,2,64090.0,0,1,9,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0
54,3,6,36065.0,1,1,9,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0
42,5,6,76412.0,0,0,9,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0
50,3,3,80134.0,1,0,9,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0
37,5,6,30298.0,0,0,8,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0
41,3,3,26872.0,0,0,9,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0
45,3,3,41124.0,1,0,10,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0
66,3,6,91249.0,0,0,10,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0
54,5,6,38236.0,1,1,9,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0
56,4,6,43456.0,0,1,9,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0
54,4,6,50014.0,1,0,8,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0
39,4,6,31788.0,1,0,8,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1
67,3,3,80395.0,0,0,9,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0
61,3,3,36443.0,1,1,9,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0
45,5,6,42997.0,1,1,9,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0
46,5,3,49544.0,1,0,9,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0
41,1,3,34445.0,0,0,9,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0
43,3,2,77568.0,0,1,10,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0
53,3,3,75759.0,0,0,9,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0
42,3,3,80011.0,0,1,9,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0
36,2,3,21955.0,1,0,9,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0
41,5,3,58293.0,1,0,8,94,173,43,118,46,27,15,5,5,3,6,5,0,0,0,0,0,0
57,5,6,40637.0,1,1,9,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0
48,5,2,30351.0,1,0,9,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0
52,3,6,30015.0,1,0,8,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0
48,5,6,39190.0,1,0,8,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0
42,3,2,69508.0,1,0,10,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0
57,5,6,40760.0,0,1,9,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0
37,2,3,23148.0,0,0,8,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0
47,5,2,61905.0,0,1,8,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0
68,4,2,60033.0,0,1,8,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0
38,1,6,25707.0,1,0,8,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0
57,4,3,74806.0,0,1,10,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0
48,5,3,65352.0,0,1,9,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0
49,3,3,92955.0,0,0,9,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0
66,3,3,79456.0,0,0,10,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0
52,3,3,72940.0,0,0,9,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0
58,3,3,58512.0,0,1,9,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0
50,4,4,37760.0,1,0,9,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0
40,5,3,84169.0,0,0,9,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0
35,2,3,30390.0,0,0,9,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0
73,5,2,67911.0,0,1,8,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0
43,3,4,15287.0,1,0,10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0
63,3,6,50664.0,1,1,9,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0
46,3,4,30992.0,1,0,9,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0
77,3,3,69755.0,0,0,9,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0
49,2,3,35688.0,2,1,10,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0
57,1,6,23529.0,0,1,9,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0
40,3,2,40479.0,1,0,9,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0
52,3,4,84835.0,0,0,8,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0
58,2,3,62905.0,0,1,9,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0
55,4,6,32557.0,1,0,8,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0
75,5,2,73059.0,0,1,9,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0
38,5,6,39684.0,1,0,10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1
62,2,5,46779.0,1,1,9,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0
40,2,2,58582.0,0,1,9,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0
46,3,4,64892.0,0,1,8,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0
72,5,5,56551.0,1,1,8,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0
47,2,3,57036.0,0,1,10,33,1171,43,219,19,14,47,4,6,3,13,9,1,0,0,0,0,0
55,3,2,54178.0,0,1,8,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0
68,3,2,75315.0,0,1,8,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0
48,5,2,28440.0,1,0,9,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0
41,2,3,35523.0,1,0,9,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0
43,3,2,77298.0,0,1,9,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0
52,5,3,38853.0,1,1,8,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0
78,4,3,80184.0,0,0,8,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0
67,5,6,61284.0,0,0,9,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0
61,3,3,27116.0,1,1,8,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0
69,3,6,73892.0,0,0,9,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0
55,3,3,42664.0,0,1,8,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0
45,3,3,54809.0,1,1,9,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0
61,3,3,60544.0,1,1,10,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0
68,2,6,42607.0,0,1,9,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0
63,3,3,65492.0,0,0,8,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0
60,5,5,71670.0,0,0,9,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0
36,1,3,20425.0,1,0,10,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0
74,5,3,34469.0,1,1,8,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0
72,3,2,34026.0,1,1,9,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0
50,5,3,70116.0,0,0,9,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0
50,4,3,35641.0,1,0,9,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0
44,3,2,41580.0,1,1,10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0
51,3,3,66303.0,0,1,9,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0
40,3,3,28718.0,1,0,9,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0
67,5,3,66465.0,0,1,9,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0
51,5,3,60491.0,0,1,9,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0
53,3,2,54165.0,0,0,9,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0
48,5,3,40344.0,0,1,9,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0
40,3,2,71853.0,0,0,9,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0
69,3,6,69267.0,0,0,10,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0
47,2,2,19789.0,1,0,9,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0
44,3,3,73807.0,0,1,9,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0
43,4,3,45057.0,1,0,9,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0
33,3,6,18358.0,1,0,9,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0
64,3,6,68281.0,0,0,10,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0
59,5,4,72968.0,0,0,9,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0
67,2,3,72635.0,0,0,9,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0
69,5,6,64108.0,0,1,9,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0
47,5,3,60631.0,1,1,9,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0
38,3,3,31761.0,1,0,8,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0
51,4,2,80573.0,0,0,10,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0
54,3,2,77382.0,0,1,8,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0
38,3,3,24570.0,1,0,9,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0
33,3,3,52662.7538028169,0,0,9,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0
66,4,2,55249.0,0,1,8,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0
61,5,2,66426.0,0,1,9,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0
61,2,5,59184.0,0,1,10,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0
63,4,5,33051.0,0,0,10,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0
70,5,2,61010.0,0,1,10,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0
122,2,4,36640.0,1,0,9,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1
55,4,3,37054.0,1,1,9,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0
62,3,6,48904.0,0,1,10,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0
44,3,3,38415.0,1,1,9,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0
70,3,6,47139.0,1,1,8,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0
32,3,3,18929.0,0,0,9,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0
65,3,6,50388.0,0,1,8,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,0
73,5,3,69098.0,0,0,9,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0
58,4,3,64100.0,0,1,9,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0
44,2,3,47025.0,0,1,9,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0
46,5,4,70179.0,0,1,9,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0
46,3,3,56939.0,0,1,9,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0
50,4,3,76234.0,0,1,8,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0
37,3,3,19986.0,1,0,9,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0
52,2,3,62466.0,0,1,8,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0
35,1,6,15038.0,1,0,9,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0
53,3,2,74918.0,0,0,9,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0
55,3,6,79146.0,1,1,8,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0
60,3,2,75072.0,0,1,9,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0
52,5,3,67536.0,0,1,9,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0
67,4,6,51124.0,1,1,9,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0
48,4,3,58494.0,0,1,9,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0
44,2,3,26224.0,1,0,9,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0
58,2,2,68316.0,0,1,10,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0
47,3,6,53201.0,1,1,9,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0
37,2,2,7500.0,1,0,10,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0
57,4,2,45143.0,0,1,9,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0
40,2,2,66664.0,0,0,10,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0
53,3,2,76653.0,0,0,9,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0
41,3,2,88325.0,0,0,8,42,519,71,860,93,27,53,1,6,2,9,2,0,0,0,0,0,0
34,2,6,23331.0,1,0,10,97,104,20,101,24,15,5,6,5,1,5,9,0,0,0,0,0,0
68,3,3,86718.0,0,0,9,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0
66,3,4,22304.0,0,0,10,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0
66,4,6,64857.0,0,0,10,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0
72,4,5,64866.0,0,1,8,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0
38,3,2,16529.0,1,0,8,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0
60,3,3,86111.0,0,0,9,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0
36,1,6,14906.0,0,0,10,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0
57,5,2,65220.0,0,0,10,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,0
42,4,3,69661.0,0,0,8,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0
64,3,2,28087.0,1,1,10,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0
66,4,2,28839.0,1,1,8,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0
57,3,3,69139.0,0,1,8,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0
63,5,3,38829.0,0,1,8,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0
57,3,2,33456.0,1,1,8,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0
64,3,3,81320.0,0,0,9,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0
53,3,2,68695.0,0,0,8,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0
50,3,3,33622.0,1,1,9,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0
54,3,2,58554.0,1,1,10,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0
38,3,3,55434.0,1,0,9,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0
45,4,3,43263.0,0,1,10,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0
73,5,3,58607.0,0,1,10,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0
41,4,3,36959.0,1,0,9,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0
46,3,6,79941.0,0,0,8,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0
66,3,2,54450.0,1,1,10,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0
52,3,5,31880.0,1,0,10,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0
50,3,3,69209.0,0,0,10,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0
43,2,3,54210.0,0,1,9,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0
70,5,3,54549.0,0,1,8,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0
62,3,4,58401.0,0,1,8,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0
76,3,3,18100.0,0,0,9,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0
31,5,2,68682.0,0,0,9,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0
52,3,6,52662.7538028169,1,2,9,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0
61,1,3,28249.0,0,0,8,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0
48,2,3,45894.0,0,2,8,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0
66,3,2,54450.0,1,1,10,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0
63,3,2,54753.0,0,1,9,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0
56,3,3,80398.0,0,0,10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0
53,5,3,56242.0,0,1,9,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0
45,3,6,56628.0,0,1,8,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0
65,4,2,68148.0,0,0,9,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0
39,2,3,32146.0,1,0,8,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0
58,3,3,82224.0,0,0,8,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0
41,4,6,22944.0,1,0,9,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0
46,4,2,30560.0,1,0,9,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0
44,3,5,54162.0,1,1,9,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0
66,3,5,46984.0,1,1,9,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0
63,3,2,71232.0,0,1,9,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0
56,4,2,33564.0,0,1,8,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0
63,3,3,79823.0,0,1,8,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0
48,2,2,49669.0,1,0,8,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0
35,3,6,23442.0,1,0,10,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0
66,3,2,46097.0,0,1,9,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0
47,2,4,11448.0,0,0,9,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0
37,1,6,16581.0,0,0,9,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0
60,5,6,52597.0,0,1,8,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0
33,2,2,38683.0,1,0,10,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0
47,4,2,34176.0,0,1,8,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0
47,5,3,40233.0,0,1,9,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0
54,5,3,36778.0,1,1,10,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0
45,5,2,102160.0,0,0,10,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0
44,3,6,38557.0,1,0,10,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0
41,2,3,56337.0,1,1,9,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0
75,2,3,81044.0,0,0,9,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0
57,3,2,71613.0,0,0,9,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0
51,4,2,30538.0,1,0,10,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0
36,3,4,41411.0,0,0,9,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0
75,4,2,78093.0,0,0,9,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0
69,3,2,80812.0,0,0,9,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0
48,3,6,32233.0,1,0,10,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0
51,3,6,55239.0,0,1,9,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0
62,4,2,73113.0,0,0,9,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0
52,4,6,29548.0,1,0,9,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0
54,3,3,51287.0,1,1,8,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0
68,3,2,77972.0,0,0,8,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0
57,3,4,30630.0,1,1,8,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0
49,5,2,20427.0,1,0,8,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0
70,5,3,77610.0,0,1,10,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0
57,5,3,62745.0,0,1,9,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0
36,3,2,78394.0,0,0,9,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0
50,5,6,38578.0,1,1,9,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0
39,3,6,22148.0,0,0,8,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0
40,5,6,38513.0,1,0,8,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0
57,4,3,56962.0,2,1,9,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0
53,5,2,54132.0,0,1,8,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0
67,5,3,58482.0,0,1,8,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0
62,3,5,47916.0,0,1,10,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0
36,2,6,80910.0,0,0,10,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0
63,3,2,38285.0,2,1,8,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0
61,5,3,54456.0,0,1,9,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0
54,5,2,40706.0,2,1,9,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0
49,3,3,37971.0,1,0,9,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0
63,3,3,18690.0,0,0,10,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0
71,3,3,71965.0,0,1,9,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0
45,3,3,22108.0,1,1,8,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0
63,4,2,89120.0,0,0,8,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0
49,2,3,52662.7538028169,1,0,10,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0
79,5,5,57513.0,0,0,9,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0
71,3,2,40689.0,0,1,9,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0
47,4,6,46098.0,1,1,10,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0
36,3,3,79529.0,0,0,8,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0
47,3,3,43057.0,0,1,9,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0
31,2,2,20193.0,0,0,10,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0
38,3,3,90000.0,0,0,9,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0
59,5,6,48918.0,1,1,8,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0
70,3,6,75127.0,0,0,8,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0
56,2,6,89572.0,0,0,10,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0
56,3,3,44794.0,0,1,8,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0
64,3,2,69096.0,0,1,9,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0
51,3,3,25721.0,1,0,9,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,0
51,5,3,42403.0,1,0,9,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0
68,5,3,70421.0,0,1,8,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0
