Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain
58,3,5,85620.0,0,0,8,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0
50,5,6,55260.0,0,1,10,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0
72,3,3,59462.0,0,1,9,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0
54,4,2,43795.0,0,1,9,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0
48,4,3,83891.0,0,1,8,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0
35,5,6,74004.0,0,0,8,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0
58,3,3,40800.0,1,2,9,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1
53,5,5,62187.0,0,1,8,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0
47,2,4,67893.0,0,1,10,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0
50,3,3,40321.0,1,1,9,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0
47,5,3,45503.0,1,0,9,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0
46,3,6,37697.0,1,0,8,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0
46,4,6,70379.0,0,1,9,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0
65,5,6,40737.0,2,1,9,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0
33,4,4,10979.0,0,0,8,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0
49,3,6,83917.0,0,0,9,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0
39,5,4,90687.0,0,0,9,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0
48,3,3,72099.0,0,0,10,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0
60,5,2,31497.0,0,1,10,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0
50,3,3,77981.0,1,0,9,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0
49,5,4,35860.0,1,1,8,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0
71,3,3,44689.0,1,1,8,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0
31,3,6,8028.0,0,0,10,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0
51,3,3,64795.0,0,1,9,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0
72,3,2,34026.0,1,1,9,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0
39,4,3,27100.0,1,0,9,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0
51,4,3,35178.0,1,0,9,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0
64,3,4,79803.0,0,1,8,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0
51,5,2,32892.0,1,0,8,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0
56,4,3,49605.0,0,0,8,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0
53,3,3,42231.0,1,1,8,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0
57,4,2,45143.0,0,1,9,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0
31,4,6,90638.0,0,0,8,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0
53,4,3,42169.0,1,1,9,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0
51,5,6,42767.0,2,0,9,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0
49,4,4,52034.0,1,1,9,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0
40,3,3,79908.0,0,0,9,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0
62,4,3,47353.0,0,1,9,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0
35,5,6,95169.0,0,0,9,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0
53,4,6,26877.0,0,0,9,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0
51,3,4,55635.0,0,1,10,34,235,65,164,50,49,27,4,7,3,7,6,0,0,0,0,0,0
42,2,2,14515.0,1,0,10,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0
40,4,2,18492.0,1,0,8,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0
61,3,6,82332.0,0,0,10,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,0
70,5,4,46610.0,0,2,10,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0
49,5,6,48432.0,0,1,10,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0
43,3,3,56775.0,0,1,9,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0
59,5,4,48799.0,0,1,9,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0
50,1,3,25224.0,1,0,8,36,4,9,12,11,2,8,2,1,1,3,3,0,0,0,0,0,0
52,5,3,69084.0,1,0,9,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0
37,3,2,54006.0,1,0,10,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0
57,4,6,35791.0,2,1,9,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0
77,5,3,70356.0,0,0,10,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0
46,2,3,23718.0,1,0,9,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0
53,4,2,65176.0,0,1,10,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0
33,5,2,77845.0,0,0,8,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0
64,2,6,75342.0,0,1,9,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0
44,2,6,38593.0,1,0,9,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0
41,2,3,51111.0,1,1,8,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0
72,3,2,48070.0,0,1,9,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1
56,5,3,69063.0,0,1,10,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0
54,4,2,34053.0,0,1,10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0
52,4,2,79419.0,0,0,8,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0
50,4,3,53761.0,1,1,9,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0
55,3,2,44931.0,0,1,8,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0
46,3,3,7500.0,1,0,10,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0
37,3,6,22327.0,1,0,9,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0
68,3,4,50002.0,0,1,9,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0
76,5,6,62159.0,0,0,8,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0
49,5,4,35860.0,1,1,8,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0
51,3,6,10245.0,1,0,9,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0
67,3,2,42586.0,1,1,10,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0
38,4,6,31385.0,1,0,10,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0
53,5,2,69476.0,0,0,9,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0
48,2,3,65463.0,1,0,8,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0
59,5,3,53378.0,1,1,10,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0
54,3,2,58554.0,1,1,10,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0
51,5,2,32892.0,1,0,8,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0
63,3,3,54984.0,0,1,8,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0
43,4,3,32765.0,1,0,8,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0
60,5,3,54693.0,0,1,9,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0
58,2,6,52662.7538028169,1,1,8,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0
68,5,3,65324.0,0,1,8,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0
45,3,3,41443.0,1,0,8,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0
37,3,3,19986.0,1,0,9,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0
71,3,6,72282.0,0,0,9,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0
72,2,2,52203.0,0,0,10,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0
37,3,6,29760.0,1,0,10,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0
73,5,3,80360.0,0,0,9,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0
68,3,2,32144.0,1,1,8,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0
68,3,2,53103.0,0,1,9,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0
53,4,2,66476.0,0,1,9,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0
53,4,3,43142.0,1,1,8,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0
70,3,3,50300.0,0,1,8,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0
73,5,5,54356.0,0,1,10,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0
44,3,3,64813.0,1,0,8,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0
40,2,6,74116.0,0,0,9,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0
71,3,6,15033.0,0,0,8,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0
65,2,4,77297.0,0,0,9,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0
67,3,3,65210.0,0,1,8,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0
50,2,3,24884.0,1,0,10,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0
44,4,6,35544.0,1,0,8,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0
42,2,3,70829.0,1,1,9,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0
46,3,2,71322.0,0,1,8,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0
40,3,3,42081.0,1,0,9,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0
35,2,6,23830.0,0,0,8,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0
55,3,2,75702.0,1,1,10,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0
62,3,2,62807.0,0,1,10,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0
61,3,6,86429.0,0,0,9,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0
48,5,3,37087.0,1,0,9,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0
68,3,4,76773.0,0,0,9,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0
34,3,6,39747.0,1,0,8,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0
42,3,3,33228.0,1,0,8,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0
59,5,4,41003.0,0,0,9,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0
37,4,3,20559.0,1,0,9,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0
51,3,6,31632.0,0,0,9,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0
35,1,6,21063.0,1,0,9,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0
48,5,4,25509.0,1,0,10,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0
46,2,2,25176.0,1,1,9,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0
51,3,2,38590.0,1,0,9,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0
64,2,2,26490.0,0,0,10,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0
54,4,4,41335.0,1,0,9,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0
50,3,6,24762.0,1,0,8,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0
72,4,4,63120.0,0,1,10,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0
55,3,3,61223.0,0,1,9,46,709,43,182,42,118,247,2,9,3,4,5,0,0,0,0,0,0
51,3,6,26954.0,1,0,8,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0
59,5,3,4023.0,1,1,8,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0
73,3,2,54591.0,0,1,9,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0
37,3,6,66503.0,1,0,10,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0
46,2,2,26907.0,1,1,9,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0
70,5,6,62000.0,0,1,9,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0
46,3,4,40780.0,0,1,10,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0
41,3,4,56981.0,0,0,8,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0
35,4,6,73454.0,0,0,8,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0
47,3,3,51948.0,0,1,9,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0
59,4,2,38620.0,0,0,9,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0
51,3,6,58350.0,0,1,9,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0
36,2,2,20491.0,0,0,9,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0
53,5,3,94871.0,0,2,10,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0
47,2,2,46772.0,0,1,10,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0
40,2,2,66664.0,0,0,10,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0
54,4,4,27071.0,1,0,8,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0
31,3,6,90273.0,0,0,9,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0
39,3,6,24072.0,1,0,9,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0
67,5,6,49667.0,0,0,10,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,0
47,3,3,74190.0,0,1,8,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0
48,4,2,21255.0,1,0,8,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0
63,3,3,18690.0,0,0,10,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0
51,4,6,39763.0,1,0,9,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0
42,3,2,44964.0,1,1,10,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0
44,5,3,46377.0,1,0,8,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0
57,5,3,81051.0,0,0,8,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0
74,5,2,46681.0,0,2,9,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0
53,3,2,38361.0,1,0,9,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0
61,3,6,82014.0,0,0,10,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0
30,4,2,42670.0,0,0,9,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0
42,3,6,30828.0,1,0,9,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0
56,3,4,67272.0,0,1,9,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0
64,3,2,53977.0,0,1,9,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0
47,3,3,27573.0,1,0,9,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0
49,5,4,35860.0,1,1,8,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0
67,2,3,62972.0,0,1,10,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0
48,4,3,63206.0,0,0,8,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0
70,3,6,44213.0,1,1,9,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0
49,2,2,69401.0,0,1,8,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0
64,5,5,80995.0,0,1,9,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0
72,3,6,16813.0,0,0,9,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0
49,3,2,22682.0,1,0,9,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0
52,5,3,80336.0,0,0,9,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0
46,4,2,65104.0,0,1,9,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0
34,3,6,20518.0,1,0,8,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0
65,3,2,42213.0,0,1,9,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0
49,2,4,31163.0,1,0,8,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0
62,3,2,44512.0,1,1,9,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0
47,3,4,83829.0,0,0,9,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0
72,5,2,5648.0,1,1,8,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0
57,5,4,47025.0,1,1,8,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0
39,3,2,28359.0,1,0,9,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0,0,0,0
65,2,3,53233.0,0,1,8,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0
46,3,6,75825.0,0,0,10,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0
34,3,2,87679.0,0,0,9,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0
76,5,3,51012.0,0,0,9,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0
41,2,2,75774.0,1,0,8,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0
52,4,3,44159.0,1,0,8,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0
36,3,3,22518.0,1,0,10,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0
41,5,6,52662.7538028169,1,0,9,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0
54,3,5,73455.0,0,0,9,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0
62,5,3,77037.0,0,1,9,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0
57,3,4,4861.0,0,0,8,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0
68,4,2,36634.0,0,1,9,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0
37,3,2,29103.0,1,0,10,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0
44,3,3,71427.0,2,0,8,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0
